Date,Open,High,Low,Close,Volume
2005-06-02,97.873,98.383,97.773,98.313,49730690
2005-06-03,98.137,98.422,97.463,97.793,74996366
2005-06-06,97.704,97.843,97.338,97.714,44629040
2005-06-07,98.008,98.707,97.704,97.783,81922020
2005-06-08,98.037,98.176,97.424,97.618,61447104
2005-06-09,97.473,98.166,97.239,98.077,70222929
2005-06-10,98.147,98.206,97.377,97.843,44840809
2005-06-13,97.648,98.56,97.542,98.166,60808234
2005-06-14,98.057,98.678,97.999,98.393,41766451
2005-06-15,98.638,98.698,97.873,98.57,66198799
2005-06-16,98.57,99.029,98.441,98.827,57320895
2005-06-17,98.949,99.244,98.087,98.817,66033093
2005-06-20,98.56,99.195,98.451,98.827,51881931
2005-06-21,98.919,99.039,98.52,98.9,49209252
2005-06-22,99.059,99.264,98.56,98.979,57345218
2005-06-23,98.777,98.989,97.562,97.581,77164185
2005-06-24,97.601,97.704,96.755,96.861,72708162
2005-06-27,96.851,97.221,96.678,97.007,62848429
2005-06-28,97.211,97.883,97.191,97.793,52349691
2005-06-29,97.99,98.008,97.493,97.562,52892881
2005-06-30,97.863,97.951,96.832,97.027,76531825
2005-07-01,97.249,97.533,97.056,97.318,61156226
2005-07-05,97.23,98.206,97.036,98.087,63324911
2005-07-06,98.008,98.206,97.221,97.279,66418429
2005-07-07,96.292,97.658,96.282,97.658,126852132
2005-07-08,97.676,98.777,97.453,98.777,79292210
2005-07-11,98.787,99.384,98.767,99.264,61138782
2005-07-12,99.234,99.84,99.029,99.52,64083793
2005-07-13,99.53,99.75,99.304,99.67,50728739
2005-07-14,100.08,100.48,99.72,100.08,79568840
2005-07-15,99.97,100.16,99.6,100.01,68958080
2005-07-18,99.73,99.84,99.344,99.59,69841523
2005-07-19,99.91,100.2,99.65,100.14,73105660
2005-07-20,99.81,100.71,99.54,100.48,85505168
2005-07-21,100.57,100.62,99.7,99.92,123811063
2005-07-22,100.05,100.58,99.84,100.57,68708352
2005-07-25,100.45,100.89,100.02,100.28,70752603
2005-07-26,100.31,100.57,99.61,100.42,52638726
2005-07-27,100.54,100.84,100.16,100.77,55600198
2005-07-28,100.93,101.48,100.64,101.42,59513042
2005-07-29,101.29,101.47,100.54,100.72,76709320
2005-08-01,100.81,100.97,100.49,100.65,52747439
2005-08-02,100.83,101.45,100.72,101.27,56804370
2005-08-03,101.15,101.58,101.04,101.56,45694032
2005-08-04,101.13,101.19,100.59,100.71,62701758
2005-08-05,100.49,100.92,99.88,100.05,65979167
2005-08-08,100.26,100.45,99.62,99.86,59258768
2005-08-09,100.17,100.61,100.04,100.44,58377294
2005-08-10,100.8,101.37,100,100.41,89816619
2005-08-11,100.35,100.96,100.13,100.8,72336089
2005-08-12,100.59,100.68,99.94,100.17,67332456
2005-08-15,100.31,100.83,100.01,100.8,44502885
2005-08-16,100.48,100.56,99.374,99.484,88777292
2005-08-17,99.464,100.04,99.334,99.474,76789902
2005-08-18,99.344,99.79,99.195,99.464,65774519
2005-08-19,99.84,100,99.474,99.7,49080397
2005-08-22,99.8,100.31,99.224,99.7,85924410
2005-08-23,99.73,99.82,98.628,99.51,69725810
2005-08-24,99.264,99.93,98.57,98.628,97212487
2005-08-25,98.807,99.049,98.688,98.989,43788097
2005-08-26,98.9,98.909,98.236,98.313,76112706
2005-08-29,98.077,99.139,97.999,99.059,69039152
2005-08-30,98.707,98.757,98.008,98.54,91298392
2005-08-31,98.668,99.87,98.294,99.8,126546759
2005-09-01,99.74,100.24,99.264,99.72,91615561
2005-09-02,100.02,100.05,99.344,99.53,58542141
2005-09-06,99.87,100.78,99.86,100.69,70334589
2005-09-07,100.64,101.05,100.5,100.85,51311479
2005-09-08,100.66,100.93,100.39,100.54,47997589
2005-09-09,100.81,101.58,100.78,101.45,54187454
2005-09-12,101.33,101.51,101.16,101.23,40572601
2005-09-13,101.03,101.3,100.56,100.66,71834178
2005-09-14,100.73,100.86,100.14,100.3,67801818
2005-09-15,100.55,100.65,100.07,100.24,90477231
2005-09-16,100.29,100.72,100.04,100.54,92663105
2005-09-19,100.51,100.57,99.85,100.19,65565452
2005-09-20,100.3,100.62,99.214,99.344,104417357
2005-09-21,99.149,99.214,98.323,98.441,116100972
2005-09-22,98.451,99.049,98.047,98.797,103926131
2005-09-23,98.698,99.234,98.431,98.871,72928039
2005-09-26,99.304,99.51,98.56,98.979,86509360
2005-09-27,98.939,99.304,98.51,98.959,81264598
2005-09-28,99.254,99.404,98.678,99.049,72116704
2005-09-29,98.959,100.03,98.56,99.87,81866745
2005-09-30,99.83,100.16,99.69,100.16,58749856
2005-10-03,100.1,100.42,99.69,99.82,62667980
2005-10-04,99.97,100.15,98.638,98.688,74665931
2005-10-05,98.747,98.767,97.358,97.396,130287999
2005-10-06,97.396,97.902,96.204,97.046,173466823
2005-10-07,97.444,97.724,96.988,97.377,92943673
2005-10-10,97.434,97.444,96.292,96.543,64710879
2005-10-11,96.871,97.201,96.311,96.418,92920572
2005-10-12,96.379,96.988,95.577,95.663,123482600
2005-10-13,95.663,96.138,95.157,95.597,121701836
2005-10-14,96.166,96.726,95.691,96.599,108906054
2005-10-17,96.687,97.102,96.436,96.968,84723929
2005-10-18,96.841,96.841,95.885,95.903,92152603
2005-10-19,95.691,97.533,95.35,97.513,143199487
2005-10-20,97.289,97.542,95.494,95.797,162288930
2005-10-21,96.232,96.697,95.672,96.175,118636686
2005-10-24,96.427,97.764,96.399,97.667,88910202
2005-10-25,97.453,97.883,96.822,97.453,94654909
2005-10-26,97.358,98.127,97.036,97.191,101583392
2005-10-27,97.046,97.191,95.999,96.147,83890845
2005-10-28,96.418,97.658,96.147,97.533,89621547
2005-10-31,97.931,98.757,97.783,97.783,98457562
2005-11-01,98.166,98.431,97.863,98.087,82296180
2005-11-02,97.951,99.119,97.783,99.119,91747858
2005-11-03,99.424,99.87,99.119,99.53,104293412
2005-11-04,99.64,99.69,98.959,99.394,72665777
2005-11-07,99.64,99.83,99.195,99.5,57445699
2005-11-08,99.274,99.66,99.149,99.5,51784524
2005-11-09,99.364,100.09,99.204,99.63,70847189
2005-11-10,99.58,100.56,99.119,100.42,97223056
2005-11-11,100.43,100.81,100.36,100.74,42830587
2005-11-14,100.76,100.95,100.44,100.68,55393714
2005-11-15,100.67,101.02,100.03,100.32,85485756
2005-11-16,100.43,100.57,100.11,100.53,62811947
2005-11-17,100.73,101.49,100.23,101.48,68444621
2005-11-18,101.81,102.36,101.21,101.89,88981450
2005-11-21,101.91,102.45,101.77,102.36,61448581
2005-11-22,102.21,102.99,102.11,102.8,81612596
2005-11-23,102.75,103.75,102.71,103.43,62470823
2005-11-25,103.38,103.61,103.23,103.52,18757167
2005-11-28,103.63,103.65,102.55,102.73,66965302
2005-11-29,103.1,103.38,102.6,102.6,63646992
2005-11-30,102.55,102.99,102.03,102.1,68885482
2005-12-01,102.53,103.43,102.51,103.14,80489503
2005-12-02,103.14,103.47,102.97,103.27,57395089
2005-12-05,103.09,103.17,102.68,103.04,72925831
2005-12-06,103.29,103.99,103.08,103.24,71176387
2005-12-07,103.21,103.29,102.31,102.59,82091412
2005-12-08,102.66,103.24,102.15,102.52,76906966
2005-12-09,102.7,103.2,102.41,102.82,62336813
2005-12-12,103.15,103.28,102.49,102.93,59445844
2005-12-13,102.88,103.96,102.79,103.68,108903970
2005-12-14,103.58,104.28,103.53,104.06,79078106
2005-12-15,104.09,104.21,103.57,103.78,68677643
2005-12-16,103.65,103.73,102.85,102.85,56798712
2005-12-19,103.17,103.29,102.31,102.32,59969996
2005-12-20,102.42,102.72,102.15,102.41,57248300
2005-12-21,102.67,103.19,102.4,102.54,63637899
2005-12-22,102.86,103.14,102.59,103.14,39615580
2005-12-23,103.21,103.28,102.9,103.19,34366398
2005-12-27,103.32,103.45,102.09,102.15,54668361
2005-12-28,102.35,102.52,102.17,102.36,37790469
2005-12-29,102.33,102.49,101.83,101.95,40579108
2005-12-30,101.62,101.83,101.24,101.37,54842295
2006-01-03,102.03,103.4,101.27,103.15,90160680
2006-01-04,103.28,103.82,103.15,103.67,64175927
2006-01-05,103.56,103.9,103.29,103.73,58119580
2006-01-06,103.96,104.66,103.72,104.54,77257175
2006-01-09,104.51,105.06,104.48,104.83,53479182
2006-01-10,104.47,104.99,104.4,104.93,55234018
2006-01-11,105.02,105.37,104.8,105.28,60936967
2006-01-12,105.07,105.25,104.54,104.85,49779948
2006-01-13,104.69,104.93,104.34,104.75,55110575
2006-01-17,104.34,104.52,104.06,104.44,64106766
2006-01-18,103.63,104.37,103.55,104.07,92308240
2006-01-19,104.28,104.83,104.06,104.42,95908088
2006-01-20,104.25,104.42,102.5,102.5,141651380
2006-01-23,102.77,103.24,102.64,102.9,82427985
2006-01-24,103.11,103.54,102.9,103.02,65123612
2006-01-25,103.44,103.57,102.41,103.11,107849290
2006-01-26,103.65,103.95,103.19,103.72,87669308
2006-01-27,103.88,104.73,103.79,104.62,80820057
2006-01-30,104.57,104.86,104.46,104.54,41414649
2006-01-31,104.43,104.62,103.82,103.83,89856536
2006-02-01,104.21,104.53,103.97,104.49,78081650
2006-02-02,104.24,104.31,103.22,103.31,102726633
2006-02-03,103.61,104.49,102.65,102.77,105693880
2006-02-06,102.92,103.22,102.67,103.06,55909749
2006-02-07,102.8,103.11,102.1,102.15,87497581
2006-02-08,102.43,103.2,102.24,103.07,72998916
2006-02-09,103.27,103.91,102.86,102.89,76190460
2006-02-10,102.9,103.52,102.14,103.09,79241846
2006-02-13,103.04,103.21,102.48,102.89,64266087
2006-02-14,102.93,104.23,102.69,104,111775645
2006-02-15,103.96,104.43,103.62,104.34,104992844
2006-02-16,104.34,105.19,104.32,105.15,74974009
2006-02-17,105.08,105.15,104.66,104.86,49559583
2006-02-21,105.11,105.35,104.41,104.58,57072397
2006-02-22,104.83,105.55,104.72,105.24,52009314
2006-02-23,105.24,105.54,104.41,105.07,53378700
2006-02-24,105.07,105.41,104.83,105.35,45184997
2006-02-27,105.35,105.88,105.25,105.39,44130441
2006-02-28,105.43,105.77,104.3,104.37,91393590
2006-03-01,104.74,105.42,104.59,105.33,59781930
2006-03-02,104.93,105.36,104.68,105.32,74501579
2006-03-03,104.77,105.91,104.72,104.83,90199990
2006-03-06,105.07,105.16,104.09,104.32,70605810
2006-03-07,104.06,104.25,103.74,104.19,75898720
2006-03-08,103.93,104.54,103.57,104.38,81965016
2006-03-09,104.41,104.75,103.73,103.73,69505931
2006-03-10,104.04,104.88,103.78,104.67,74308603
2006-03-13,104.88,105.15,104.62,104.88,56181341
2006-03-14,104.83,106.04,104.68,106,85842599
2006-03-15,105.99,106.5,105.72,106.42,65614957
2006-03-16,106.54,107.02,106.48,106.66,82406857
2006-03-17,106.39,106.54,106.13,106.33,58087397
2006-03-20,106.39,106.54,106.03,106.16,55961338
2006-03-21,106.01,106.62,105.38,105.5,107378336
2006-03-22,105.44,106.23,105.38,106.13,63398733
2006-03-23,106.04,106.14,105.56,105.95,57542497
2006-03-24,105.84,106.29,105.63,106.03,53084748
2006-03-27,105.87,106.07,105.63,105.86,39958048
2006-03-28,105.79,106.25,105.05,105.2,100835437
2006-03-29,105.41,106.22,105.26,105.87,75590281
2006-03-30,105.95,106.61,105.46,105.68,86690542
2006-03-31,105.86,106.04,105.33,105.71,77295864
2006-04-03,105.91,106.51,105.42,105.62,75706114
2006-04-04,105.61,106.4,105.32,106.28,67329023
2006-04-05,106.33,106.86,106.13,106.64,62170121
2006-04-06,106.49,106.82,106.01,106.51,71136712
2006-04-07,106.69,106.96,105.31,105.45,98501787
2006-04-10,105.6,105.92,105.23,105.63,51028953
2006-04-11,105.72,105.9,104.39,104.71,89433365
2006-04-12,104.83,105.12,104.68,104.92,52884402
2006-04-13,104.67,105.22,104.42,104.78,62741558
2006-04-17,104.84,105.28,104.23,104.73,78827273
2006-04-18,104.96,106.57,104.88,106.39,113850362
2006-04-19,106.4,106.7,106.04,106.58,107206487
2006-04-20,106.63,107.35,106.32,106.75,105669184
2006-04-21,107.25,107.3,106.33,106.77,88884162
2006-04-24,106.56,106.7,106.13,106.55,64548731
2006-04-25,106.67,106.74,105.78,106.12,103626655
2006-04-26,106.22,106.76,106.08,106.15,82629317
2006-04-27,105.76,107.16,105.5,106.66,153063889
2006-04-28,106.44,107.27,106.4,107.02,68610572
2006-05-01,107.02,107.31,106.09,106.15,79869790
2006-05-02,106.64,107.01,106.41,106.95,60302637
2006-05-03,106.83,106.89,106.19,106.53,74715435
2006-05-04,106.7,107.15,106.11,106.93,52742775
2006-05-05,107.51,108.12,107.34,107.89,76887558
2006-05-08,107.89,108.11,107.76,107.76,36873250
2006-05-09,107.82,108.11,107.74,107.98,36686663
2006-05-10,107.81,108.11,107.38,107.92,79123924
2006-05-11,107.89,107.92,106.24,106.58,99078869
2006-05-12,106.2,106.4,105.17,105.21,112685862
2006-05-15,104.84,105.63,104.68,105.43,103243156
2006-05-16,105.64,105.84,105.01,105.28,76327790
2006-05-17,104.74,105.09,103.19,103.27,177854674
2006-05-18,103.73,104,102.62,102.71,108020034
2006-05-19,103.29,103.82,102.4,103.49,152742061
2006-05-22,102.78,103.56,102.17,102.64,136202463
2006-05-23,103.57,103.93,101.93,101.93,113017765
2006-05-24,102.31,103.3,101.59,102.67,206863185
2006-05-25,103.32,103.98,102.91,103.98,97031923
2006-05-26,104.21,104.48,103.84,104.48,77377186
2006-05-30,104.19,104.21,102.56,102.61,88992747
2006-05-31,103.04,103.84,102.7,103.84,106787734
2006-06-01,103.73,104.95,103.65,104.8,90576360
2006-06-02,105.22,105.37,104.43,105,112646925
2006-06-05,104.84,104.9,103.19,103.51,105817085
2006-06-06,103.6,103.73,102.36,103.23,160771036
2006-06-07,103.32,103.93,102.39,102.42,133545627
2006-06-08,102.22,102.97,100.83,102.36,251781012
2006-06-09,102.85,103.36,102.03,102.08,116667374
2006-06-12,102.43,102.47,100.8,100.93,117784571
2006-06-13,100.76,101.66,99.78,99.78,228110251
2006-06-14,100.01,100.64,99.58,100.54,201045144
2006-06-15,100.86,102.85,100.82,102.63,165170434
2006-06-16,101.95,102.21,101.33,101.49,115795106
2006-06-19,102.1,102.15,100.57,100.67,117706693
2006-06-20,100.94,101.63,100.71,101.02,80488025
2006-06-21,100.93,102.32,100.9,101.79,92182084
2006-06-22,101.75,101.83,100.97,101.33,92123976
2006-06-23,101.21,102.03,100.96,101.32,66470020
2006-06-26,101.39,101.83,101.15,101.78,46562487
2006-06-27,101.79,102.03,100.75,100.85,85782043
2006-06-28,101.1,101.59,100.65,101.58,76614741
2006-06-29,101.96,103.71,101.93,103.65,135978775
2006-06-30,103.81,103.94,103.36,103.61,66614600
2006-07-03,103.77,104.22,103.68,104.05,29402442
2006-07-05,103.66,103.79,102.99,103.47,85560690
2006-07-06,103.59,104.09,103.47,103.78,63003815
2006-07-07,103.8,103.88,102.79,103.06,100269776
2006-07-10,103.34,103.77,102.89,103.27,74886305
2006-07-11,103.06,103.75,102.48,103.75,90457945
2006-07-12,103.6,103.74,102.33,102.56,101416575
2006-07-13,102.17,102.31,100.93,100.93,126057500
2006-07-14,101.07,101.16,100.01,100.56,126820564
2006-07-17,100.54,101.03,100.24,100.42,99854586
2006-07-18,100.72,100.98,99.63,100.91,151957381
2006-07-19,101.09,102.76,100.71,102.31,165093906
2006-07-20,102.63,102.8,101.5,101.65,138000050
2006-07-21,101.91,101.95,100.8,100.89,124957864
2006-07-24,101.32,102.81,101.32,102.71,114106348
2006-07-25,102.51,103.67,102.33,103.11,117343590
2006-07-26,103.05,103.79,102.68,103.25,103836586
2006-07-27,103.7,103.96,102.7,103.15,107188798
2006-07-28,103.39,104.31,103.28,104.2,100896729
2006-07-31,103.94,104.18,103.02,104.09,60918536
2006-08-01,103.71,103.73,103.06,103.61,80120991
2006-08-02,103.89,104.55,103.87,104.27,79589473
2006-08-03,103.7,104.63,103.54,104.52,78293056
2006-08-04,105.06,105.37,103.81,104.34,118289801
2006-08-07,104.13,104.27,103.74,104.17,55810495
2006-08-08,104.28,104.55,103.35,103.75,111660177
2006-08-09,104.34,104.68,103.06,103.38,96940404
2006-08-10,103,103.83,102.78,103.73,85157666
2006-08-11,103.56,103.59,102.87,103.41,58335775
2006-08-14,103.93,104.32,103.32,103.5,71299958
2006-08-15,104.35,104.91,104.13,104.7,83732759
2006-08-16,105.28,105.75,105.04,105.67,88147629
2006-08-17,105.49,106.12,105.42,105.87,87294900
2006-08-18,106.01,106.39,105.5,106.39,71601526
2006-08-21,106,106.07,105.68,105.97,51756268
2006-08-22,105.8,106.24,105.58,105.96,74746762
2006-08-23,106,106.18,105.17,105.64,81840952
2006-08-24,105.84,105.94,105.35,105.55,71225030
2006-08-25,105.54,106.04,105.46,105.69,51294040
2006-08-28,105.55,106.46,105.54,106.18,64712227
2006-08-29,106.21,106.47,105.69,106.3,75934958
2006-08-30,106.51,106.67,106.27,106.37,61487644
2006-08-31,106.49,106.62,106.3,106.35,47397041
2006-09-01,106.76,107.11,106.48,106.98,59946286
2006-09-05,107.06,107.34,106.82,107.2,64305636
2006-09-06,106.73,106.78,106.1,106.23,66082596
2006-09-07,105.9,106.29,105.31,105.77,106011287
2006-09-08,105.92,106.19,105.71,106.07,55408820
2006-09-11,105.73,106.39,105.41,106.16,84143158
2006-09-12,106.28,107.34,106.12,107.21,85862254
2006-09-13,107.17,107.85,107.07,107.66,77303359
2006-09-14,107.43,107.68,107.27,107.67,71025790
2006-09-15,107.74,107.79,107.21,107.43,94236159
2006-09-18,107.3,107.79,107.18,107.59,78834152
2006-09-19,107.58,107.58,106.7,107.31,113142942
2006-09-20,107.69,108.11,107.52,107.89,92389678
2006-09-21,107.98,108.11,106.98,107.36,109260198
2006-09-22,107.2,107.21,106.63,107.02,81034400
2006-09-25,107.25,108.17,106.68,107.87,113377188
2006-09-26,107.88,108.72,107.8,108.7,90923252
2006-09-27,108.63,109.06,108.47,108.85,101259591
2006-09-28,108.85,109.08,108.48,108.81,71986741
2006-09-29,108.91,109.03,108.62,108.7,58954498
2006-10-02,108.67,108.94,107.75,108.33,64422334
2006-10-03,108.2,108.96,108.01,108.54,89809367
2006-10-04,108.43,109.91,108.33,109.86,99371343
2006-10-05,109.86,110.25,108.33,110.06,74491750
2006-10-06,109.88,109.98,109.43,109.92,79846080
2006-10-09,109.79,110.16,109.62,109.97,50581585
2006-10-10,109.99,110.28,109.78,110.13,69330766
2006-10-11,109.78,110.27,109.35,109.99,127847352
2006-10-12,110.28,111.03,110.24,110.93,72702879
2006-10-13,110.83,111.28,110.72,111.24,66264883
2006-10-16,111.15,111.56,111.06,111.4,51988429
2006-10-17,111.1,111.28,110.46,111.05,111520141
2006-10-18,111.55,111.83,110.78,111.21,107337308
2006-10-19,111.03,111.44,110.9,111.37,78719177
2006-10-20,111.37,111.49,110.97,111.4,59084095
2006-10-23,111.19,112.2,111.03,111.9,81363853
2006-10-24,111.75,112.31,111.7,112.27,65542360
2006-10-25,112.14,112.69,111.94,112.64,99195688
2006-10-26,112.88,113.14,112.35,112.96,82114997
2006-10-27,112.84,112.95,112.05,112.29,98565293
2006-10-30,112.08,112.5,111.84,112.21,61072085
2006-10-31,112.4,112.56,111.72,112.19,87580620
2006-11-01,112.52,112.6,111.29,111.42,101962832
2006-11-02,111.14,111.53,111,111.34,74566676
2006-11-03,111.74,111.84,110.41,111.17,87639579
2006-11-06,111.5,112.58,111.49,112.41,77773456
2006-11-07,112.5,113.12,112.36,112.84,77868286
2006-11-08,112.36,113.19,111.42,113.07,107509035
2006-11-09,113.15,113.27,112.29,112.5,117825231
2006-11-10,112.47,112.63,112.12,112.54,60180164
2006-11-13,112.5,113.18,112.4,112.81,72982948
2006-11-14,113.11,113.77,112.45,113.67,118810384
2006-11-15,113.62,114.36,113.59,113.99,93997365
2006-11-16,114.36,114.53,113.55,114.3,94275957
2006-11-17,113.93,114.35,113.76,114.34,69228567
2006-11-20,114.24,114.59,113.94,114.39,84991829
2006-11-21,114.39,114.52,114.23,114.5,63106014
2006-11-22,114.6,114.89,114.39,114.73,55901518
2006-11-24,114.18,114.66,114.15,114.28,38077542
2006-11-27,114.22,114.28,112.67,112.7,103860167
2006-11-28,112.54,113.29,112.44,113.16,131031773
2006-11-29,113.53,114.41,113.22,114.37,112447315
2006-11-30,114.36,114.83,113.79,114.41,103181739
2006-12-01,114.41,114.51,113.11,114.16,154969706
2006-12-04,114.19,115.2,114.17,114.99,107870790
2006-12-05,115.21,115.57,114.97,115.51,90142006
2006-12-06,115.48,115.65,115.16,115.4,65505629
2006-12-07,115.61,115.87,114.86,114.89,77211971
2006-12-08,114.87,115.51,114.61,115.11,97809356
2006-12-11,115.11,115.67,115.04,115.45,48869484
2006-12-12,115.34,115.48,114.7,115.35,95150801
2006-12-13,115.8,115.9,115.21,115.48,68260366
2006-12-14,115.47,116.61,115.46,116.5,79574367
2006-12-15,116.13,116.35,115.81,115.9,87042344
2006-12-18,116.05,116.34,115.37,115.56,60138282
2006-12-19,115.2,116.07,114.92,115.79,79939436
2006-12-20,115.85,116.15,115.6,115.72,50945056
2006-12-21,115.84,115.98,115.02,115.27,59820010
2006-12-22,115.29,115.3,114.52,114.6,76250036
2006-12-26,114.63,115.26,114.61,115.23,40167731
2006-12-27,115.48,116.11,115.45,116.03,48810647
2006-12-28,115.96,116.19,115.6,115.78,45808395
2006-12-29,115.68,116.05,115.12,115.27,55852138
2007-01-03,115.82,116.32,114.45,115.07,116506701
2007-01-04,114.95,115.63,114.48,115.32,85542145
2007-01-05,115.03,115.09,114.3,114.42,94211713
2007-01-08,114.64,115.1,114.19,114.92,88044447
2007-01-09,115.01,115.25,114.32,114.84,93024741
2007-01-10,114.46,115.22,114.24,115.2,89037093
2007-01-11,115.21,116.12,115.16,115.73,68215164
2007-01-12,115.7,116.61,115.69,116.61,70805414
2007-01-16,116.48,116.79,116.22,116.38,55264363
2007-01-17,116.31,116.8,116.22,116.44,63381903
2007-01-18,116.55,116.63,115.88,116.05,83853016
2007-01-19,116.05,116.49,116,116.29,69997152
2007-01-22,116.48,116.49,115.54,115.93,74025459
2007-01-23,115.83,116.48,115.64,116.27,66443612
2007-01-24,116.39,117.21,116.36,117.19,69365652
2007-01-25,117.09,117.16,115.6,115.83,92087747
2007-01-26,116.08,116.14,115.23,115.73,91621822
2007-01-29,115.76,116.27,115.36,115.63,81338427
2007-01-30,115.91,116.32,115.64,116.26,86506655
2007-01-31,116.12,117.32,115.95,117.01,112893091
2007-02-01,117.34,117.76,117.15,117.72,85147099
2007-02-02,117.82,118.01,117.52,117.89,60936471
2007-02-05,117.79,118.01,117.48,117.93,56199515
2007-02-06,118.03,118.07,117.48,117.97,70121226
2007-02-07,118.14,118.34,117.69,118.22,68414649
2007-02-08,117.86,118.14,117.44,118.06,86781688
2007-02-09,118.09,118.31,116.74,117.18,97147265
2007-02-12,117.18,117.25,116.57,116.79,80658560
2007-02-13,117.03,117.98,117.02,117.76,78754892
2007-02-14,117.88,118.77,117.86,118.54,81148818
2007-02-15,118.59,118.82,118.38,118.7,47571345
2007-02-16,118.39,118.66,118.24,118.63,48942447
2007-02-20,118.49,119.02,117.27,118.89,69924189
2007-02-21,118.54,118.92,118.33,118.84,78609114
2007-02-22,118.9,119.2,118.18,118.75,97141614
2007-02-23,118.64,118.69,117.84,118.28,88428805
2007-02-26,118.72,118.82,117.84,118.18,86103703
2007-02-27,117.12,117.37,113.14,113.56,337744357
2007-02-28,114.31,115.59,113.82,114.73,218126077
2007-03-01,113.43,114.96,112.39,114.39,261462260
2007-03-02,114.02,114.51,112.88,112.89,199748236
2007-03-05,112.31,113.63,111.79,111.81,177683077
2007-03-06,112.96,114.08,112.12,113.74,176205841
2007-03-07,113.64,114.37,113.47,113.61,141573622
2007-03-08,114.42,114.89,114.04,114.59,144828505
2007-03-09,115.01,115.11,114.05,114.61,132379663
2007-03-12,114.34,115.04,114.11,114.78,98741314
2007-03-13,114.13,114.61,112.38,112.55,234133181
2007-03-14,112.71,113.45,111.32,113.38,284801605
2007-03-15,113.11,113.97,112.98,113.53,162679812
2007-03-16,113.41,113.68,112.45,112.76,149951459
2007-03-19,113.36,114.26,112.78,114.15,118192703
